Team,Match,Scout,AutoGear,ballPickup,gearPickup,autoPosition,mobility,autokPa,autoAccuracy,teleGearsMade,teleGearsAttempted,telekPa,teleAccuracy,Climb,fouls,yellowCard,redCard,comments
910,11,Gisselle,yes,no,no,center,no,0,0,4,4,0,0,success,none,none,none,N/A
2960,Lalo,11,no,no,no,center,yes,0,0,2,2,0,0,success,none,none,none,Lost connection for 5 seconds
4976,11,Donut,yes,no,on,center,yes,0,0,0,0,18,92,no attempt,none,none,none,good for fuels and gears. Great for picking up fallen gears. fast in Autonomous and in teleop.
346,12,Yellianette,no,no,no,center,yes,4,0,1,1,45,0,success,none,none,none,really good at high goal
666,12,Gisselle,yes,no,no,center,yes,0,0,3,3,0,0,success,none,none,none,N/A
5436,12,Dana,attempted,no,no,center,no,0,0,3,3,0,0,no attempt,none,none,none,At the end it was just blocking the other teams
27,12,Yan Nang Soe,no,on,no,center,yes,5,15,1,1,13,45,success,none,none,none,"Shoots a lot of fuels, misses a lot too."
1806,12,Donut,yes,no,on,center,yes,0,0,4,4,0,0,success,none,none,none,"Great reverse driving, great gear retrieval. Doesn't do well with against defense. A little short on climbing   "
5675,12,Lalo,attempted,no,on,center,yes,0,0,2,2,0,0,success,none,none,none,Good defense.
75,13,Elijah,no,no,on,center,yes,0,0,2,2,0,0,success,none,none,none,"Past, drop a gear on contact."
4242,13,Dana,yes,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,
6548,13,Gisselle,yes,no,on,center,no,0,0,4,4,0,0,success,none,none,none,Good on gears.
5442,13,Yan Nang Soe,no,on,no,left,yes,0,0,0,0,0,0,success,none,none,none,"Its playing defense, not trying to score"
4759,13,Donut,yes,no,on,right,yes,0,0,3,4,0,0,success,none,none,none,Fast and sleek. Good for gears 
201,13,Lalo,attempted,no,on,center,yes,0,0,2,2,0,0,attempted,none,none,none,Slow.
85,14,Gisselle,yes,no,on,left,yes,0,0,5,5,0,0,success,none,none,none,"Goes fast and can get lots of gears."
85,14,Gisselle,yes,no,on,left,yes,0,0,5,5,0,0,success,none,none,none,"Goes fast and can get lots of gears."
5690,14,Dana,yes,no,on,center,yes,0,0,4,4,0,0,success,none,none,none,""
333,14,Elijah,attempted,no,on,right,yes,0,0,4,5,0,0,success,none,none,none,""
694,14,Lalo,attempted,no,no,center,yes,0,0,1,1,0,0,success,none,none,none,"Defense against his own teammate. Okay driver. lacking. "
178,14,Yan Nang Soe,attempted,no,no,right,yes,0,0,1,1,0,0,success,none,none,none,"While putting the gears on the peg it kept missing the peg a lot."
4967,14,Donut,attempted,on,on,left,yes,29,69,2,2,19,62,attempted,none,none,none,"Great for fuse and possibly gears too. Start of speed is great."
708,16,Elijah,no,on,no,center,yes,11,47,0,0,28,52,success,none,none,none,"Scores a lot of balls."
6378,16,Gisselle,yes,no,on,center,yes,0,0,3,3,0,0,success,none,none,none,""
1718,20,Erik,no,no,on,center,no,0,0,0,0,0,0,success,none,none,none,"stuggles a little at the loading station. pickup from floor. "
2509,20,Yan Nang Soe,attempted,no,no,center,no,0,0,2,2,2,5,success,none,none,none,"plays defense. the balls tehy had in the roboti got 2 in. during tele"
3620,20,Dana,yes,no,no,center,no,0,0,4,4,0,0,success,none,none,none,"pretty good robot."
4618,21,Elijah,no,no,no,center,yes,0,0,2,3,0,0,success,none,none,none,"good defense"
5675,21,Dana,no,no,no,center,yes,0,0,5,5,0,0,success,none,none,none,"a really good robot."
5976,21,Levas,yes,no,no,center,yes,0,0,3,3,0,0,success,none,none,none,"bad aligning"
1306,21,Yan Nang Soe,no,no,on,center,yes,5,0,4,4,2,0,success,none,none,none,"good advantage on offense because it can pick up gears from the ground. and scores a lot."
6651,22,dana,yes,no,no,center,yes,0,0,3,4,0,0,success,none,none,none,"moving slow"
6490,22,Yan Nang Soe,yes,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"no d. all offense"
6328,22,Levas,no,no,no,center,yes,0,0,4,4,0,0,no attempt,none,none,none,"ok speed went for gear w 17 sec left hang in 10 sec"
2767,,Engrith,yes,no,no,center,yes,0,0,5,5,0,90,success,none,none,none,"excellent driving. moved without problems"
3618,22,Elijah,yes,no,no,center,yes,0,0,3,4,0,0,success,none,none,none,""
6328,22,John,attempted,no,no,center,yes,0,0,1,1,0,0,no attempt,none,none,none,"it likes to take breaks? it didnt move in the second half"
5406,23,Dana,no,on,on,center,yes,0,0,1,1,0,0,success,none,none,none,""
2181,23,Levas,no,no,no,left,yes,0,0,4,4,0,0,no attempt,none,on,none,"small robot
hung with 3 sec left
slow hanger
yellow card for touching the rope"
45,23,Gisselle,no,no,no,center,yes,0,0,4,4,0,0,attempted,none,none,none,"has good speed. great on gears."
333,23,Yan Nang Soe,yes,no,no,center,no,0,0,4,6,0,0,success,none,none,none,"misses somtimes on the peg"
238,23,Elijah,no,no,no,center,no,0,75,2,3,0,0,success,none,none,none,""
2164,23,John,attempted,no,no,center,no,0,0,2,3,0,0,success,none,none,none,"good performance"
340,24,Levas,yes,no,on,center,yes,0,0,4,6,0,0,success,none,none,none,"was defended. picked up dropped gears from missed pegs"
1806,24,Yan Nang Soe,attempted,no,no,center,yes,0,50,1,1,0,0,success,none,none,none,"defending really good. "
862,24,John,yes,no,no,center,yes,0,0,2,2,0,0,no attempt,none,none,none,"sturdy and dilligent. ideal for a backup gear guy / defender"
2614,24,Elijah,attempted,no,no,center,yes,0,0,1,3,0,0,success,none,none,none,"dropped 2 gears"
103,24,Dana,yes,no,no,center,yes,3,0,3,0,0,0,attempted,none,none,none,""
5442,24,Engrith,yes,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"Think it can pickup fuel, but never showed that. played defense."
6378,25,Engrith,yes,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"N/A"
4226,25,Yellianette,no,no,no,center,yes,0,0,3,3,0,0,success,none,none,none,"Fast; pretty good at placing gears and defending"
4122,25,Gisselle,yes,no,no,center,yes,0,0,5,5,0,0,success,none,none,none,"Has really good speed when getting gears and does good climbing."
178,25,Dana,yes,no,no,center,yes,0,0,0,4,0,0,success,none,none,none,"It was dropping all the gears."
6763,25,John,yes,no,no,center,yes,0,0,2,2,0,0,success,none,none,none,"And the rookie of the year award goes to..."
1481,16,Dana,yes,no,no,left,yes,0,0,3,3,0,0,success,none,none,none,"N/A"
910,19,Yellianette,attempted,no,no,center,yes,7,0,3,3,0,0,success,none,none,none,"Good at getting and placing gears. "
4859,19,Elijah,yes,no,no,center,yes,0,0,0,0,0,0,success,none,none,none,"N/A"
2062,19,Gisselle,attempted,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"Good on gears; fast on climbing"
1923,19,Dana,attempted,no,no,center,yes,0,0,2,2,0,0,success,none,none,none,"It took too long to grab the gears."
141,19,Donut,yes,no,no,center,yes,0,0,3,3,0,0,attempted,none,none,none,"No comment."
5976,29,Jacqueline,yes,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"good at getting gears; good at climbing fast"
254,29,Dana,yes,no,no,center,yes,30,95,2,2,40,90,success,none,none,none,"It did really good in auto. VERY well rounded"
250,28,Yellianette,no,on,no,center,yes,0,0,3,4,0,0,attempted,none,none,none,"Lacking; good hanging"
5675,28,Lalo,yes,no,no,center,yes,0,0,3,3,0,0,success,none,on,none,"was struggling with getting gear on peg; slow driving."
3755,18,Dana,yes,no,no,right,yes,0,0,2,3,0,0,success,none,none,none,"It wasn't that good."
5509,18,Donut,attempted,no,no,center,yes,0,0,3,0,0,0,success,none,none,none,"Slider, big and mean. perfect sync with pegs."
2181,18,Lalo,no,no,no,left,yes,0,0,3,3,0,0,success,none,none,none,"Far side; slow"
244,31,Dana,yes,no,no,center,yes,0,0,3,4,0,0,success,none,none,none,"N/A"
4678,31,John,yes,no,no,left,yes,0,0,2,2,0,0,success,none,none,on,"Penalty (tech foul)"
3620,32,John,yes,no,on,left,yes,0,0,3,3,0,0,no attempt,none,none,none,"Being lightning McQueen out here. But sadly that barely helped them and wasn't enough"
5406,32,Donut,no,no,no,center,yes,25,74,3,3,16,69,success,none,none,none,"Big and can push through defense very fast"
4085,33,Dana,no,no,no,center,yes,5,15,3,3,0,0,success,none,none,none,"N/A"
2960,33,Yellianette,no,on,no,center,no,0,0,2,2,4,35,success,none,none,none,"Middle; slow; gear, balls; bad high goals."
1676,33,Job,yes,no,no,center,yes,0,0,4,4,0,0,success,none,none,none,"They did what they had to. They kept going for gears until the end. "
45,34,Eduardo,attempted,no,on,left,yes,0,0,4,5,0,0,success,none,none,none,"Went for gears not for balls."
3618,34,Erik,yes,no,on,center,yes,0,0,6,6,0,0,success,none,none,none,"Got a lot of gears around the airship. Floor pickup. Poached from opposite loading."
2509,34,Dana,yes,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,"Good robot."
4122,35,Yeilianette,no,on,on,right,yes,26,69,3,3,0,0,success,none,none,none,"High goal. Gears and is fast."
4122,35,G. Acaba,attempted,no,on,left,yes,0,0,4,4,0,0,attempted,none,none,none,"A little slow.
It climb but the rope broke."
4122,35,Ransom,attempted,no,on,left,yes,0,0,5,5,0,0,success,none,none,none,"Overall descent gear bot, not super slow, and drive seemed to understand what they were doing.
*truly scored 5 gears(not 4 Acaba).
"
346,36,Elijah,attempted,no,on,center,yes,0,0,3,4,0,0,success,none,none,none,"Slow but good."
2614,36,G. Acaba,yes,no,on,center,yes,0,0,3,3,0,0,success,none,none,none,"In the middle of the match they started to play defense."
346,36,Ransom,no,no,no,left,yes,0,0,0,0,40,12,success,none,none,none,"Has trouble with aiming and lining up to shoot. Left side shooter auto failed.
(yet again Ransom is right).
*Left side"
6631,36,AP John,no,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,"They did fine for routers despite their loss.  "
6328,38,Ms.Acaba,attempted,no,on,left,yes,0,0,5,5,0,0,success,none,none,none,"*picks up fuel from the ground."
333,38,Elijah,yes,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,"Sticks to one thing."
103,38,A. Acaba,no,no,on,right,yes,20,80,4,4,0,0,success,none,none,none,""
156,38,Dana,yes,no,on,left,yes,0,0,3,3,0,0,success,none,none,none,"Just gears. Good with gears but slow"
201,38,Jacqueline,no,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,"Has troubles getting gears, has trouble lining it self to get the gears."
254,40,Dana,no,on,on,right,yes,16,15,3,3,23,56,success,none,none,none,"Its a really good robot.
*Gets gears from the ground"
3755,40,Jacqueline,yes,no,on,center,yes,0,0,4,4,0,0,attempted,none,none,none,"Not great at defense and fighting back. Fast at getting gears."
5406,40,Yan Nang Soe,attempted,no,on,left,yes,0,0,5,8,0,0,success,none,none,none,"It was scoring, not defending. It was scoring with gears.
*picks up both gears and fuel from the floor."
2509,41,Yan Nang Soe,yes,no,on,right,yes,18,45,3,3,0,0,success,none,none,none,"They were playing defensively against this robot, so it couldn't do much.
*picks up fuel from the ground. "
6548,41,Donut,no,no,on,left,yes,0,0,4,4,0,0,success,none,none,none,"Pushes the gear all the way back on the peg. "
694,41,A. Acaba,yes,no,on,right,yes,0,0,4,4,0,0,success,none,none,none,"Auto right peg. Stop working for 5 seconds in the middle of the field.
*picks up fuel from the floor."
4085,41,Gisselle,yes,no,on,left,yes,0,0,3,3,0,0,success,none,none,none,""
1806,41,Jacqueline,no,no,on,right,yes,7,20,1,1,0,0,success,none,none,none,"Not good at defense."
894,41,Dana,attempted,no,on,center,yes,0,0,3,3,0,0,success,none,none,none,""
6490,42,Yan Nang Soe,attempted,no,on,center,yes,0,0,2,3,0,0,success,none,none,none,"It dropped a gear, lost connection for a while after auto, and they played defense on the bot, so it couldn't score much."
85,42,Jacqueline,yes,no,on,center,yes,0,0,4,4,0,0,success,none,none,none,"Good at getting gears, but not that fast because they get pushed.
*picks up gear from the floor."
5895,42,G. Acaba,yes,no,on,center,yes,0,0,3,3,0,0,success,none,none,none,"Dropped a gear. 
Were kinda slow."
,42,Dana,attempted,no,on,right,yes,0,0,3,3,0,0,success,none,none,none,""
107,42,A. Acaba,attempted,no,on,left,yes,10,70,1,2,0,0,attempted,none,none,none,"Its being defended very hard.
They don't know what to do when someone is defending.
* Picks up both gears and fuel from the ground."
3620,42,Donut,yes,no,on,left,yes,0,0,4,4,0,0,success,none,none,none,""
